Male Node ID,Female Node ID
m11985,f14651
m17287,f4211
m17871,f6311
m10401,f3452
m402,f1694
m14181,f12798
m998,f1089
m1892,f15310
m9055,f4188
m15862,f9221
m10444,f14387
m6907,f5737
m16440,f17586
m11414,f17588
m11082,f14436
m13294,f4316
m17637,f2541
m17281,f13729
m9122,f8208
m421,f7241
m6870,f11714
m18071,f14742
m2121,f12720
m610,f17328
m6264,f17691
m13801,f1149
m17186,f7152
m8926,f9710
m1134,f4666
m14960,f851
m3202,f10742
m15894,f6911
m6106,f7965
m6087,f786
m9859,f5712
m11737,f9879
m13262,f1780
m9461,f17618
m11785,f18333
m2465,f4449
m7091,f7552
m7687,f16999
m9575,f5308
m14963,f16224
m6054,f15936
m18349,f17919
m15748,f9591
m3138,f2907
m5065,f17692
m12324,f12166
m16322,f11811
m18432,f6354
m17025,f189
m16484,f14513
m970,f18386
m15712,f9136
m3314,f15652
m3730,f11630
m18069,f2960
m2405,f4213
m11649,f12073
m13606,f6844
m14238,f10514
m9479,f5385
m12946,f1137
m12148,f14242
m15935,f2256
m16934,f17306
m1182,f12047
m15030,f16898
m2932,f563
m17067,f15770
m6156,f3753
m18164,f8464
m356,f921
m4387,f7620
m9855,f8196
m6638,f15063
m1178,f6837
m8405,f17114
m8886,f12741
m4949,f9558
m12296,f14874
m10862,f5576
m18392,f3562
m10481,f4984
m16412,f17736
m15708,f8273
m2293,f4639
m8631,f7222
m13951,f18406
m2946,f5068
m9556,f16302
m18460,f8276
m10523,f533
m1813,f915
m1652,f10861
m7083,f9835
m12277,f10687
m12756,f16349
m14889,f7762
m7511,f4808
m11293,f1554
m13849,f15752
m8027,f17671
m13669,f9527
m13963,f8291
m17824,f5272
m13620,f2371
m9218,f5645
m9812,f15202
m5348,f5161
m7760,f3429
m11762,f9068
m10735,f2159
m1941,f13843
m6029,f9703
m18307,f13788
m1051,f9474
m15160,f13379
m12483,f8611
m15869,f1214
m8118,f781
m2409,f2407
m17881,f6910
m534,f5441
m4124,f8467
m3259,f17601
m12556,f10349
m5729,f17268
m3904,f8072
m11523,f978
m11609,f13506
m13517,f16225
m95,f13853
m7464,f3222
m774,f8839
m14473,f18301
m10539,f16155
m10704,f14556
m9417,f13813
m14236,f2716
m907,f5565
m7579,f16981
m1218,f15939
m13587,f16066
m9021,f7046
m5475,f15391
m2017,f13897
m9070,f16022
m13180,f7230
m12617,f7975
m18060,f5540
m14061,f12845
m13634,f2867
m7414,f9761
m13948,f226
m17024,f2341
m16086,f17902
m16167,f9732
m16869,f3097
m6111,f10266
m17011,f14528
m452,f17393
m9700,f15731
m8691,f983
m7296,f9745
m11931,f137
m4950,f1767
m8466,f6202
m10709,f16238
m15640,f12156
m10202,f2525
m9616,f9581
m16759,f3499
m6635,f16430
m8076,f5019
m11937,f5137
m17251,f1590
m139,f16324
m12648,f33
m2899,f7017
m6643,f3908
m1476,f15521
m14810,f7443
m688,f10509
m5552,f9515
m8519,f6627
m1440,f1154
m3747,f12287
m13860,f7211
m15473,f13923
m12,f14055
m14360,f3086
m11700,f17698
m2783,f4068
m11260,f1025
m5199,f5844
m8751,f3462
m8944,f16674
m90,f17287
m15518,f16135
m8777,f16927
m17556,f1369
m15157,f12800
m1854,f12903
m9103,f2317
m6502,f15203
m4418,f5415
m8818,f143
m18032,f2720
m5517,f2931
m7276,f7572
m3333,f8014
m11142,f11611
m1428,f18379
m18158,f3196
m4606,f13161
m7085,f677
m12687,f5649
m6101,f4810
m17869,f18359
m16165,f9593
m163,f14898
m9699,f9485
m11902,f18404
m17984,f12491
m10219,f8588
m17911,f1042
m17673,f7210
m14619,f3038
m14590,f2998
m7906,f6308
m17520,f16014
m7831,f14970
m9301,f7601
m8053,f12179
m4203,f3341
m3502,f7327
m9391,f16392
m9594,f18229
m18497,f9161
m10604,f6569
m10330,f13074
m8185,f17236
m6861,f5256
m14092,f15780
m3920,f14695
m4941,f18174
m3605,f5512
m17055,f13535
m12051,f17158
m8252,f1685
m9619,f4519
m53,f12151
m18200,f4658
m14955,f8049
m8500,f1550
m10658,f5724
m12478,f4938
m2202,f10983
m6208,f15476
m14087,f9210
m7351,f14427
m4740,f9464
m8532,f10270
m9466,f3560
m15353,f12960
m4498,f1569
m4048,f7952
m12230,f4377
m2211,f14220
m6853,f16944
m8576,f3670
m13011,f16331
m18,f11220
m11273,f7108
m9231,f6084
m10692,f3150
m9705,f18416
m13878,f17327
m2117,f5700
m8877,f4937
m10020,f15175
m16842,f2058
m4567,f6921
m16357,f11355
m5640,f348
m14666,f1079
m15005,f3851
m16044,f1318
m3448,f5800
m13733,f17702
m1824,f4897
m985,f4901
m9499,f12897
m3389,f18227
m13492,f2793
m2826,f10898
m3037,f8145
m15075,f7056
m1058,f14954
m2396,f15599
m16302,f2436
m11419,f1804
m10120,f17673
m15309,f10766
m16164,f5007
m17072,f9460
m2683,f1147
m15797,f3247
m6884,f8130
m2079,f15433
m2478,f5923
m17063,f17777
m17262,f11314
m11710,f4606
m17178,f2545
m16688,f12033
m10492,f2220
m4079,f1865
m10232,f9156
m12172,f1691
m4065,f17080
m8294,f7227
m10574,f7990
m6065,f14730
m17988,f18491
m15904,f6044
m4082,f484
m3890,f11513
m11356,f2313
m11919,f16693
m15091,f11688
m1525,f16445
m5198,f15849
m4069,f3680
m17199,f7615
m10836,f12053
m6478,f9382
m2835,f13946
m3524,f4838
m16460,f7096
m615,f6212
m8222,f11459
m17976,f10805
m16051,f8039
m1361,f6915
m14950,f10025
m8394,f10255
m453,f14865
m6351,f372
m8274,f6580
m5101,f6219
m14284,f16684
m16427,f16360
m4441,f12302
m9609,f10777
m15534,f2030
m2850,f13172
m17554,f12949
m16099,f2980
m11806,f15737
m17361,f241
m7578,f7525
m13533,f7126
m7297,f3855
m17122,f6335
m9557,f1511
m13408,f870
m5415,f16721
m14919,f10527
m15613,f6504
m7466,f13683
m5683,f15429
m971,f6887
m10826,f6854
m18517,f2250
m14148,f11801
m4004,f16591
m15961,f18312
m16137,f14252
m12863,f13558
m2720,f4093
m2964,f2210
m54,f9123
m17650,f4840
m4542,f7183
m3531,f6888
m4450,f15356
m14731,f9135
m9390,f8677
m16190,f13965
m5865,f4822
m8009,f184
m13698,f12036
m9388,f6266
m17283,f5418
m2068,f18194
m18166,f215
m6715,f14350
m5647,f9827
m10352,f11582
m9975,f18106
m4019,f10838
m16119,f10524
m558,f10632
m3132,f6323
m14646,f5078
m6115,f4699
m5135,f6410
m9063,f9420
m14418,f15926
m15211,f1884
m494,f16694
m15266,f196
m14732,f14394
m13150,f11013
m2022,f13033
m14440,f16949
m10802,f4099
m4911,f16205
m17519,f7014
m18034,f8699
m3350,f1443
m7210,f4729
m16070,f2740
m9662,f11411
m9410,f1632
m9787,f12169
m13004,f3902
m16807,f499
m12961,f11055
m1113,f3211
m17237,f7013
m2636,f4206
m13614,f15021
m12844,f5234
m7530,f17121
m2139,f4544
m377,f10368
m2038,f11856
m1802,f10432
m7352,f1936
m12681,f7659
m14608,f13703
m16873,f4594
m11322,f6783
m18149,f12588
m4068,f3186
m14334,f1817
m16896,f8928
m17944,f371
m4497,f220
m18408,f16459
m14805,f13806
m7496,f10513
m3223,f15987
m12268,f4825
m4369,f10216
m1587,f1655
m157,f12010
m5790,f3840
m9626,f18046
m11393,f1933
m11821,f4875
m11925,f10210
m6692,f12238
m13845,f7355
m3111,f12894
m10650,f4819
m17211,f16308
m3418,f1494
m12754,f2799
m10526,f9815
m6321,f14320
m17482,f15591
m451,f5852
m9164,f7722
m89,f14393
m3015,f13494
m1623,f11274
m10950,f2884
m10209,f4272
m10147,f4599
m5785,f10205
m5200,f15517
m3836,f7619
m7743,f8118
m9505,f4047
m7649,f16294
m17851,f2512
m15683,f13699
m11225,f7292
m15632,f14855
m6154,f5927
m9094,f17844
m11243,f15833
m15678,f4164
m15900,f2401
m3184,f15573
m6612,f2585
m14277,f519
m1618,f17808
m11893,f3471
m14888,f2858
m17137,f6949
m6425,f5386
m7732,f1008
m18231,f15687
m5447,f9437
m7258,f11979
m12877,f13829
m847,f5334
m8174,f13969
m16611,f331
m3262,f16678
m10472,f10399
m3527,f12032
m10861,f10114
m6607,f3668
m5497,f15947
m16566,f16106
m17779,f16237
m15912,f9798
m404,f15715
m11016,f1754
m1545,f9286
m1896,f12191
m10527,f14757
m16660,f16148
m16476,f5732
m11631,f6337
m1101,f15057
m3896,f7366
m1176,f12905
m818,f15473
m10677,f9379
m18340,f9271
m15296,f6099
m8697,f4740
m2824,f10081
m11618,f14769
m11068,f7092
m2395,f16808
m2072,f17617
m5959,f10098
m10064,f1357
m5899,f16817
m2144,f2471
m6298,f6333
m7902,f10024
m10246,f9377
m5210,f11635
m16243,f8224
m18045,f7912
m14754,f16814
m17738,f13763
m9931,f3597
m8215,f14236
m4474,f15745
m17667,f2036
m12326,f4681
m10200,f2099
m12342,f7832
m486,f3345
m12346,f8784
m2958,f8425
m819,f13659
m4676,f9968
m17703,f15039
m5775,f14098
m3397,f13837
m410,f17878
m9749,f14608
m14812,f14914
m15490,f7945
m10926,f5337
m5732,f16538
m3345,f1065
m2492,f14772
m6427,f2560
m5660,f6169
m1484,f16691
m2495,f8664
m18368,f16233
m1680,f7224
m15022,f3747
m14513,f2115
m5040,f6350
m13250,f17613
m9660,f8896
m489,f7847
m10784,f5326
m11628,f15656
m3845,f7444
m12725,f8241
m14763,f5120
m8107,f7337
m10647,f16129
m5979,f1978
m3688,f6428
m10951,f6754
m3203,f11167
m14495,f16217
m3412,f6671
m981,f4307
m15146,f131
m1378,f16786
m14643,f6708
m12381,f17330
m11067,f6374
m4182,f17986
m43,f17001
m4800,f13800
m96,f17923
m17512,f15547
m2234,f18514
m1555,f12093
m17849,f15997
m12067,f9521
m9605,f3938
m7857,f10034
m15701,f7665
m13032,f1641
m16339,f751
m2440,f16751
m13584,f3892
m14586,f11352
m7599,f10246
m4968,f16895
m10035,f9126
m11950,f9747
m9297,f4986
m13305,f10322
m3759,f14782
m14606,f5648
m4016,f2277
m11530,f8033
m13083,f8817
m3818,f799
m17289,f1921
m8126,f16317
m4897,f8199
m7779,f11087
m359,f2517
m12994,f5393
m11405,f9729
m8161,f8832
m3058,f8854
m1507,f9433
m15878,f4713
m10912,f3648
m2885,f3543
m8295,f3641
m13424,f6345
m17819,f7341
m4809,f669
m14106,f7191
m4280,f9782
m8658,f2342
m10500,f2488
m1277,f12757
m8655,f12126
m13601,f1116
m7684,f11011
m18253,f16139
m3860,f14267
m3636,f11927
m1614,f14745
m15606,f2126
m1797,f11885
m12818,f7999
m12528,f16832
m3869,f5450
m1934,f17409
m15841,f359
m1942,f997
m2620,f8940
m7062,f14103
m10073,f5601
m13547,f17035
m16189,f1759
m4392,f12987
m4283,f9951
m5320,f9599
m12718,f1040
m15467,f1228
m14308,f15364
m10218,f11805
m18511,f3216
m11503,f1596
m10546,f9941
m13377,f6568
m3735,f7597
m1068,f1700
m14168,f17150
m15936,f10390
m13029,f15874
m6419,f2332
m18036,f8384
m1620,f6193
m12721,f1159
m9852,f8390
m12065,f6097
m12734,f2108
m10919,f10824
m17647,f3178
m10804,f17
m4374,f13314
m5288,f11534
m12080,f268
m11980,f10991
m17894,f13719
m10560,f1504
m1008,f17895
m13599,f7931
m2968,f4949
m14858,f16982
m641,f2141
m13891,f1907
m6751,f5509
m3091,f1152
m14350,f13219
m9879,f10269
m9306,f11603
m17068,f5485
m9359,f10327
m16570,f9670
m8538,f11151
m6623,f8189
m898,f3381
m4623,f8511
m14173,f14881
m9269,f9343
m8482,f14921
m2417,f317
m6657,f15763
m10666,f9727
m12746,f14861
m7383,f3379
m1729,f17262
m3140,f12772
m1532,f15146
m15593,f14753
m18128,f5592
m16793,f11511
m636,f15586
m3088,f5926
m3195,f3184
m5646,f4057
m11783,f3927
m4914,f8995
m12467,f5674
m14968,f12781
m2076,f9128
m2222,f10410
m14510,f3876
m1516,f8313
m7997,f9336
m13978,f14789
m12418,f1489
m11637,f13510
m6617,f11324
m13391,f16405
m12112,f10747
m2818,f11940
m10553,f18269
m2961,f8859
m1975,f973
m6196,f14327
m1538,f3797
m3670,f9688
m13762,f4638
m7448,f7080
m8572,f17538
m10756,f16434
m11564,f10238
m5857,f17750
m10901,f12005
m8960,f13220
m6706,f18458
m14866,f3325
m16658,f8371
m5029,f5924
m14735,f12348
m15795,f12044
m614,f16011
m9366,f4026
m2200,f13196
m8564,f14303
m4562,f4608
m792,f15674
m16035,f9155
m10339,f12317
m10484,f8644
m9850,f15927
m11731,f9376
m4247,f5957
m477,f642
m11064,f4750
m13674,f4411
m14270,f2947
m18078,f11966
m15392,f12923
m16018,f459
m762,f1698
m17285,f11911
m14460,f14927
m10894,f216
m6090,f4269
m16871,f10813
m1899,f13607
m16104,f9643
m18035,f1353
m7213,f8652
m858,f18021
m13611,f10840
m6168,f9063
m2421,f13011
m10121,f18465
m14296,f8849
m4089,f2270
m10086,f16269
m12891,f1330
m8210,f17135
m10176,f2965
m15616,f6855
m16725,f7909
m8239,f11080
m10739,f3476
m10353,f1289
m12279,f3238
m10742,f6277
m15845,f16122
m9165,f18216
m7672,f1539
m684,f2320
m16262,f12282
m2892,f4335
m4575,f16638
m9710,f7300
m3543,f7451
m11220,f18137
m15114,f9618
m17006,f16675
m12339,f5763
m9912,f9225
m7719,f6963
m6695,f9468
m2335,f12264
m379,f142
m10597,f2422
m12819,f3651
m16158,f5489
m8757,f13733
m6601,f14134
m6399,f9259
m13297,f3926
m4736,f9481
m17584,f6588
m3153,f12327
m12723,f14032
m10780,f3889
m5802,f10375
m14212,f8124
m13313,f96
m17326,f12866
m17161,f9544
m5223,f13380
m7852,f187
m15106,f16520
m4598,f14075
m4198,f3872
m17687,f7206
m8617,f4423
m14187,f37
m5476,f833
m17388,f3394
m16852,f1488
m12301,f18159
m221,f4333
m11791,f18189
m17621,f12652
m7301,f965
m13559,f8175
m4909,f1775
m16253,f16855
m7978,f1992
m17880,f17979
m761,f11297
m9645,f7002
m680,f8194
m120,f4912
m12090,f13731
m12319,f10376
m11490,f8482
m3124,f2664
m1385,f7138
m5569,f7676
m12321,f14164
m18210,f16441
m16892,f16018
m6001,f14392
m16574,f14943
m17705,f2694
m9456,f8187
m11534,f13615
m1872,f11652
m16375,f8648
m2531,f4670
m5669,f2405
m4656,f4963
m2811,f2698
m8742,f7760
m15615,f9984
m743,f941
m11379,f13954
m14850,f10763
m7859,f18282
m17371,f5961
m9745,f845
m8165,f2886
m1982,f3323
m1608,f13992
m16383,f9036
m8941,f17773
m2134,f16980
m12043,f18519
m9051,f12184
m16609,f8152
m6618,f6315
m11600,f7146
m5937,f8207
m4380,f2658
m16665,f1537
m4910,f4282
m15992,f7824
m9353,f16462
m7039,f16418
m11099,f10736
m13407,f9159
m7806,f1825
m6968,f13935
m12811,f16883
m5664,f3772
m9841,f5487
m17372,f11233
m4730,f6141
m6260,f13137
m16401,f16502
m15213,f14441
m2980,f18164
m14737,f16765
m13248,f14672
m14794,f15577
m3069,f3292
m17253,f6609
m17546,f11502
m5369,f12523
m12881,f7117
m1898,f12702
m1075,f5309
m16245,f5113
m4356,f11107
m6555,f14469
m2026,f12929
m7761,f5995
m10116,f14245
m5284,f2485
m1630,f4384
m6075,f12593
m821,f11985
m16160,f14325
m14795,f15645
m5929,f18132
m7485,f14589
m13127,f14966
m11230,f11020
m1968,f12224
m220,f13812
m581,f16624
m6709,f17763
m18380,f18120
m12053,f16283
m10962,f816
m13344,f12958
m4838,f13600
m13036,f7531
m16392,f3107
m717,f628
m8626,f902
m6795,f12080
m16387,f17060
m16588,f6600
m14835,f13097
m15771,f423
m10562,f6431
m6400,f15336
m13096,f7340
m13838,f6564
m10247,f11462
m9622,f12853
m15337,f15528
m5645,f11137
m5087,f1896
m17764,f15290
m15235,f17177
m14125,f7536
m10663,f2566
m11891,f13565
m949,f14813
m4696,f1429
m6037,f8304
m8432,f13192
m7075,f3458
m7475,f1830
m1846,f13518
m1148,f8453
m11885,f1833
m2289,f12857
m17752,f5449
m4793,f11524
m12735,f17415
m186,f15357
m4515,f13189
m13868,f11333
m13576,f7509
m9492,f10115
m10871,f5123
m7991,f11660
m450,f18409
m16776,f6513
m4272,f7907
m11521,f3997
m12749,f17852
m8191,f11701
m1639,f18389
m2148,f6622
m4309,f18246
m6666,f14633
m3331,f3053
m17090,f4385
m11391,f14827
m1823,f206
m3287,f2327
m3592,f209
m15875,f10389
m5268,f18502
m3311,f12667
m16849,f5788
m18047,f9006
m3581,f12709
m119,f5616
m15651,f1799
m5287,f13342
m4060,f13471
m10859,f16646
m2641,f5518
m3854,f1150
m16830,f17045
m8733,f13122
m6354,f11047
m6497,f4767
m14747,f6000
m16797,f11754
m2481,f13905
m16908,f12248
m12962,f9009
m2237,f1982
m8305,f10313
m10191,f5825
m11513,f18144
m621,f15525
m15647,f18281
m13089,f3994
m2928,f3669
m15137,f7482
m15155,f7069
m6187,f7851
m11257,f3480
m8122,f8734
m6583,f4165
m15931,f7565
m137,f2109
m7723,f4784
m4759,f17960
m8211,f2346
m16884,f5748
m12281,f2687
m902,f16448
m16988,f9564
m237,f1356
m2149,f4091
m14043,f6841
m7022,f15654
m4760,f8578
m14853,f627
m1744,f5147
m16060,f17454
m14862,f18360
m13818,f16389
m6551,f13153
m8013,f11785
m2941,f6222
m9784,f5361
m2060,f7579
m12343,f5786
m16180,f1643
m13605,f4408
m17412,f5534
m4595,f5025
m3745,f4463
m17989,f881
m13356,f2505
m13325,f14582
m2766,f4682
m1508,f3600
m14894,f7837
m1839,f16261
m1870,f4103
m10021,f11318
m941,f8428
m2470,f8751
m17478,f14354
m4694,f4879
m126,f6703
m1246,f14682
m13443,f1809
m2052,f1781
m17708,f11114
m1799,f12754
m10891,f15456
m11505,f8185
m6953,f15829
m1256,f2754
m12907,f11852
m2344,f2572
m7721,f791
m3702,f17006
m4460,f7297
m5035,f1968
m13546,f3388
m6431,f536
m7326,f7984
m7584,f12118
m1780,f18266
m9843,f2322
m5711,f11172
m1081,f14356
m5873,f5768
m17613,f11913
m4337,f15785
m2358,f12198
m17438,f17946
m9473,f3905
m667,f15634
m11650,f15467
m18280,f223
m9578,f7662
m6166,f366
m6337,f16033
m686,f73
m17540,f6753
m15791,f2732
m6134,f573
m3590,f16577
m682,f8706
m3417,f7306
m13342,f593
m14956,f7323
m5948,f18219
m8474,f5511
m5809,f2826
m15096,f15118
m3553,f2820
m4845,f796
m4176,f7265
m18254,f2120
m1460,f4118
m1467,f13341
m423,f4836
m1374,f3706
m8465,f6314
m5179,f1552
m16929,f7446
m13826,f14925
m5072,f11252
m15663,f18084
m12262,f8598
m11866,f10817
m10940,f14031
m13231,f13165
m1510,f7890
m12495,f2360
m5591,f12415
m737,f16072
m12917,f135
m3201,f13383
m14922,f14291
m2590,f10236
m10329,f11704
m7506,f1977
m9425,f9454
m11163,f234
m4585,f17325
m18381,f9863
m12550,f3973
m10464,f3228
m2123,f7129
m11335,f7409
m7580,f17883
m15224,f3679
m11146,f13085
m15152,f17138
m9971,f1860
m1489,f7082
m10727,f18243
m10031,f18005
m9701,f3666
m9146,f10086
m6410,f17241
m15715,f69
m16656,f6122
m645,f18197
m3477,f144
m7257,f14044
m7614,f15325
m11450,f3390
m15481,f10364
m16736,f16078
m683,f4052
m3288,f8205
m12850,f7784
m4483,f4088
m8041,f17290
m16279,f7926
m15564,f3729
m4354,f14685
m6329,f10923
m5980,f9522
m16373,f11626
m7119,f9894
m17529,f7964
m12063,f10334
m13023,f6332
m13422,f3765
m6890,f115
m15462,f6869
m12513,f3708
m448,f12113
m4038,f956
m12162,f4033
m11772,f17163
m13716,f8601
m5998,f4494
m6869,f10136
m15340,f1483
m11566,f385
m2364,f3932
m16531,f15706
m16199,f15664
m15548,f13570
m1887,f13321
m9783,f493
m1763,f8858
m10296,f8685
m9397,f3245
m141,f7766
m17219,f4952
m4351,f16712
m2432,f699
m16933,f10174
m13108,f4313
m17926,f15208
m17444,f4843
m7819,f11723
m2831,f10949
m7077,f716
m12038,f3365
m15743,f12687
m1979,f16094
m2595,f11148
m2671,f8670
m12353,f8488
m13451,f14137
m8574,f12128
m7865,f15496
m2487,f9754
m1863,f15079
m11360,f3321
m17685,f13613
m9734,f6725
m13255,f8369
m17775,f18030
m4711,f6170
m10006,f613
m15735,f14671
m17002,f1380
m3528,f7951
m13272,f1355
m155,f2666
m17274,f12121
m3313,f2160
m5118,f18295
m16893,f5294
m15522,f7200
m5606,f11049
m6219,f6167
m1070,f9327
m358,f4424
m16889,f4522
m11690,f1510
m6118,f12271
m6391,f11466
m993,f12794
m908,f1549
m15617,f12764
m1786,f12704
m18184,f15554
m5765,f7690
m754,f13941
m4404,f9627
m13268,f3603
m455,f1303
m15435,f2381
m14534,f10833
m14813,f2229
m17835,f14334
m2739,f5159
m2443,f3906
m16763,f5999
m16749,f7742
m11914,f2326
m10734,f13147
m13016,f14229
m15108,f8364
m14780,f727
m17256,f6240
m6099,f18228
m12788,f17761
m16684,f1712
m17497,f9970
m9169,f9848
m1276,f16130
m7190,f13526
m10601,f7455
m14844,f4715
m6738,f11891
m12519,f6517
m18131,f8605
m4722,f8305
m7377,f12104
m13138,f2451
m14030,f10445
m18169,f3137
m16422,f3703
m24,f488
m9986,f9060
m11680,f15621
m12650,f243
m1408,f12289
m17392,f9350
m3703,f5331
m501,f1028
m5534,f5104
m8900,f13646
m7298,f14729
m18010,f14645
m17954,f4399
m9189,f426
m11371,f3088
m10269,f13926
m14695,f846
m8378,f6670
m2658,f168
m13159,f147
m7533,f3185
m5342,f9325
m4080,f17028
m15456,f7793
m5089,f7188
m490,f4184
m1370,f16017
m4433,f14228
m7698,f6906
m14263,f14598
m10016,f1819
m14419,f14253
m5644,f11385
m14773,f3344
m3954,f10119
m16802,f17993
m6609,f8998
m5922,f13970
m9159,f6709
m17839,f2198
m9133,f7727
m14449,f6668
m15445,f17941
m9591,f4872
m13155,f5767
m1414,f15881
m1017,f15084
m1445,f6331
m14305,f12999
m8854,f4357
m11923,f17438
m12378,f10952
m14522,f2632
m6465,f16361
m15821,f5946
m887,f15430
m12150,f13927
m9354,f680
m2788,f1682
m1021,f12408
m17892,f564
m1717,f2315
m3170,f9816
m5162,f15850
m12409,f7862
m13103,f17104
m10300,f17180
m10616,f15180
m2803,f2802
m6306,f14747
m6043,f13715
m9732,f14647
m14949,f2018
m11794,f14459
m13922,f7584
m454,f2333
m676,f7028
m18142,f7855
m6718,f4441
m18161,f4718
m16670,f17988
m17679,f4426
m15452,f3862
m13883,f13538
m5240,f5483
m17923,f18042
m1169,f13566
m12017,f17016
m11979,f9590
m15315,f11825
m690,f17816
m705,f9525
m9404,f17359
m12059,f12979
m17238,f1461
m14400,f14953
m8350,f11715
m13597,f11580
m17966,f17779
m2777,f15972
m16689,f18000
m6414,f13881
m5433,f13252
m1059,f734
m9443,f11478
m2843,f683
m13414,f5577
m16998,f12074
m17769,f5041
m13142,f16492
m2034,f3968
m11665,f11955
m5650,f13974
m18297,f3006
m3357,f15941
m16544,f834
m18223,f5118
m1690,f7755
m5742,f17704
m10413,f4181
m10675,f5780
m2265,f16216
m2422,f7828
m4304,f18020
m14827,f17011
m16206,f17568
m16541,f18352
m3249,f1342
m17040,f13064
m16520,f17383
m2703,f6722
m18119,f10976
m2245,f6089
m3492,f7290
m5120,f4054
m2768,f3464
m4092,f5216
m17354,f1017
m8953,f3954
m4659,f2949
m3572,f11294
m14519,f2038
m5108,f14062
m8931,f1190
m3538,f13235
m6537,f1646
m839,f13038
m14252,f16718
m16072,f6556
m4226,f7106
m12462,f17360
m6301,f18273
m5175,f5853
m6761,f16201
m7253,f6446
m10423,f16697
m224,f5420
m9613,f16203
m12733,f4651
m14293,f16920
m15866,f13052
m11813,f14915
m12653,f5151
m6936,f8695
m2263,f4015
m8067,f13002
m14529,f13676
m16572,f8613
m11334,f18488
m13355,f6719
m16974,f18
m12573,f2894
m1539,f6259
m13945,f8548
m6556,f4511
m9688,f16046
m4239,f14260
m1537,f10788
m8113,f15915
m14158,f4853
m5520,f16043
m6687,f4114
m8579,f4346
m17427,f5658
m17407,f10226
m8581,f18284
m3217,f2696
m9636,f18195
m7331,f3387
m836,f5746
m7893,f1146
m15919,f11045
m8459,f8841
m17117,f6532
m964,f9723
m14935,f8477
m5625,f546
m3062,f4566
m8885,f224
m13755,f17265
m7944,f1424
m4405,f10723
m7347,f4885
m17755,f14297
m952,f214
m17291,f5469
m4620,f17518
m6113,f94
m3392,f18497
m13494,f421
m13399,f1981
m14572,f10866
m11855,f8965
m5059,f11210
m14139,f11391
m2674,f10157
m10212,f8782
m3687,f9017
m17060,f16956
m3252,f11998
m9655,f13250
m13195,f5110
m17760,f8147
m3285,f7122
m12430,f2925
m2273,f4381
m1424,f7740
m9204,f15821
m9672,f18218
m13511,f14964
m4484,f6726
m13471,f15263
m10235,f13178
m10172,f11358
m9980,f6601
m12016,f16775
m3292,f8587
m18026,f16521
m14241,f8980
m8343,f10590
m1527,f6008
m13376,f15354
m5938,f17748
m7771,f14547
m14432,f7823
m3566,f14815
m8520,f15649
m15753,f4130
m16039,f8057
m2609,f2590
m5599,f6740
m4173,f17924
m6205,f7310
m14045,f7882
m1789,f10933
m11132,f10040
m10336,f333
m13416,f6022
m2267,f17529
m16364,f3952
m1998,f7833
m1207,f1829
m8071,f8220
m11765,f5198
m10759,f15490
m17850,f13163
m16716,f3430
m10169,f9214
m4164,f11766
m7676,f10569
m7561,f17735
m17553,f14590
m1904,f4950
m10592,f5791
m13660,f2395
m1914,f3405
m6540,f4783
m17305,f7678
m5801,f17494
m8600,f10716
m14429,f5919
m9785,f11089
m6534,f17811
m3551,f13058
m10876,f3362
m602,f13113
m16530,f13660
m5371,f9830
m2884,f8101
m18342,f5915
m4279,f12920
m6397,f8765
m3222,f1944
m14260,f4581
m16828,f12501
m4072,f8982
m8822,f16730
m17573,f1072
m12829,f13065
m6720,f11161
m3584,f8845
m13608,f15227
m325,f15589
m16500,f12649
m6483,f7834
m5863,f6260
m16912,f11269
m17031,f14150
m17832,f8167
m15653,f17055
m14266,f15503
m122,f8089
m3865,f8638
m3938,f4149
m11120,f6863
m8147,f18024
m14553,f15979
m9136,f6457
m17398,f8466
m15115,f10494
m6353,f15905
m14556,f13629
m18217,f14446
m5068,f8892
m4009,f9944
m17837,f18210
m15069,f10684
m12769,f15957
m18000,f17610
m13210,f12060
m6854,f8375
m11431,f9362
m14084,f2372
m9104,f15066
m5078,f8053
m11056,f10290
m17907,f9248
m7518,f9882
m3150,f6804
m14489,f6628
m8105,f4919
m13796,f4229
m11542,f7343
m12924,f1519
m16679,f11072
m12220,f5370
m7047,f14744
m10840,f2170
m4175,f6892
m12302,f3709
m17800,f1252
m15529,f17572
m15942,f18381
m475,f17582
m14219,f10711
m7385,f16185
m13580,f10482
m16486,f18296
m14456,f6211
m8284,f6995
m1733,f14609
m14042,f4034
m5743,f4415
m4814,f16168
m9305,f7844
m7569,f8127
m6104,f15242
m9822,f7186
m216,f14913
m13360,f14036
m8539,f16125
m1087,f1441
m8664,f17044
m2088,f2871
m1353,f9624
m10304,f6205
m8360,f8525
m12392,f7698
m950,f1246
m10139,f15447
m4168,f9597
m17414,f388
m11363,f7617
m13836,f6433
m8958,f7015
m11865,f7606
m3371,f11610
m3956,f10488
m11445,f6729
m2424,f5750
m16567,f16919
m14425,f10188
m2071,f16787
m16598,f3681
m7389,f16127
m8056,f3313
m7849,f12625
m14190,f12525
m10498,f16045
m18040,f10960
m78,f13475
m11282,f7895
m6383,f4140
m17096,f13520
m5758,f4363
m12312,f5200
m15559,f2135
m11881,f9820
m1691,f1262
m13306,f1251
m436,f9923
m16803,f8954
m9857,f8225
m3430,f583
m16841,f15304
m4690,f8120
